id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,clasificacion
broccoli-3,broccoli,Broccoli,https://coin-images.coingecko.com/coins/images/54448/large/Broccoli.jpg?1742023175,0.02083264,20823819.0,1111.0,20823819.0,5331077.0,0.02194139,0.01965303,0.00073137,3.63843,603153.0,2.98285,1000000000.0,1000000000.0,1000000000.0,0.110665,-81.05565,2025-04-20T09:50:49.229Z,0.00595841,251.85122,2025-03-27T17:51:19.810Z,,2025-05-05T01:04:37.101Z,memes
fuzzybear,fuzzy,Fuzzybear,https://coin-images.coingecko.com/coins/images/54273/large/Fuzzybear_%28FUZZY%29_Logo.png?1738996305,6.518e-05,20678474.0,1122.0,20888593.0,132839.0,7.062e-05,6.171e-05,-2.833673703518e-06,-4.16641,-933875.090624243,-4.32103,317770791933.93085,320999751125.9999,321000000000.0,8.261e-05,-22.32879,2025-04-26T10:51:47.337Z,1.41e-06,4458.07759,2025-02-28T11:53:47.196Z,,2025-05-05T01:04:37.150Z,memes
titcoin-2,titcoin,titcoin,https://coin-images.coingecko.com/coins/images/54773/large/titcoinicon.png?1741514331,0.02093212,20178752.0,1125.0,20911001.0,3485795.0,0.0251833,0.02047138,-0.004003234846276113,-16.05445,-3900393.411905188,-16.19822,964502199.116552,999502199.116552,1000000000.0,0.04433441,-52.94626,2025-04-02T10:05:21.541Z,0.0001489,13909.73979,2025-03-11T01:10:24.842Z,,2025-05-05T01:04:38.267Z,memes
bobo-coin,bobo,BOBO Coin,https://coin-images.coingecko.com/coins/images/30388/large/bobologo_200x200.png?1725466815,3.01988e-07,20088254.0,1133.0,20113589.0,1208242.0,3.53173e-07,2.99785e-07,-3.5825535851e-08,-10.60512,-2354511.900505863,-10.49118,66400699866474.0,66484444313649.0,69000000000000.0,3.43e-06,-91.22009,2024-06-13T01:02:19.605Z,7.892e-09,3719.92503,2023-06-02T23:45:11.154Z,,2025-05-05T01:04:33.206Z,memes
lion-cat,lcat,Lion Cat,https://coin-images.coingecko.com/coins/images/51354/large/200200.png?1730877066,0.053108,20016751.0,1137.0,31772621.0,299538.0,0.059005,0.04798808,0.00363603,7.34965,1209320.0,6.43001,378000000.0,600000000.0,600000000.0,0.124549,-59.55505,2025-02-21T07:17:32.190Z,0.01688477,198.33937,2024-12-19T04:01:31.324Z,,2025-05-05T01:04:38.724Z,memes
pikaboss,pika,Pikaboss,https://coin-images.coingecko.com/coins/images/32061/large/logocg.png?1696530858,4.6388e-08,19528887.0,1145.0,19528887.0,7283.14,4.8612e-08,4.6359e-08,-1.81191359e-09,-3.75919,-739275.7373104729,-3.64747,420690000000000.0,420690000000000.0,420690000000000.0,2.68064e-07,-82.70112,2024-11-27T23:21:25.263Z,2.89e-09,1504.8381,2023-10-10T23:01:06.439Z,,2025-05-05T01:04:32.827Z,memes
illuminaticoin,nati,IlluminatiCoin,https://coin-images.coingecko.com/coins/images/32399/large/CMCIcon.png?1698055172,5.8526e-07,19313601.0,1150.0,19313601.0,31245.0,5.97219e-07,5.20883e-07,-2.5554367e-09,-0.43473,-63586.430752292275,-0.32815,33000000000000.0,33000000000000.0,33000000000000.0,1.51e-06,-61.42317,2024-09-23T01:44:04.242Z,2.0503e-08,2747.00295,2023-11-13T21:55:54.529Z,,2025-05-05T01:04:36.717Z,memes
coco-coin,coco,COCO COIN,https://coin-images.coingecko.com/coins/images/39989/large/200x200.png?1725028188,0.00055173,18869045.0,1159.0,18869045.0,753591.0,0.00058358,0.00055118,-3.051991243847e-05,-5.24175,-1070528.5611577593,-5.36886,34200000000.0,34200000000.0,34200000000.0,0.00268607,-79.4689,2025-01-02T07:00:59.615Z,7.61e-05,624.68791,2025-03-09T21:24:14.797Z,,2025-05-05T01:04:36.279Z,memes
ninja-squad,nst,Ninja Squad Token,https://coin-images.coingecko.com/coins/images/22248/large/nst-logo-200x200.png?1711559985,2.26,18561376.0,1166.0,18561376.0,44302.0,2.37,2.26,-0.1027660183563408,-4.35314,-837358.4441133402,-4.31656,8211274.430000001,8211274.430000001,10000000.0,8.5,-73.39191,2024-12-06T15:41:39.276Z,0.04543746,4874.91339,2023-09-11T19:55:09.286Z,,2025-05-05T01:04:40.158Z,memes
pepecoin-network,pep,Pepecoin,https://coin-images.coingecko.com/coins/images/36520/large/Pepecoin_onWhite_IconOnly-RGB__Converted_200x200.png?1732384918,0.00020216,18124283.0,1183.0,18124283.0,185840.0,0.00020394,0.00019515,-1.775560728637e-06,-0.87063,-159321.92310242727,-0.87139,89651375000.0,89651375000.0,,0.00182409,-88.94753,2024-12-09T16:15:46.704Z,2.57e-06,7754.44429,2024-07-25T20:14:43.314Z,,2025-05-05T01:04:35.588Z,memes
pippin,pippin,pippin,https://coin-images.coingecko.com/coins/images/51589/large/pippin_logo.png?1731570163,0.01797181,18023126.0,1187.0,18023126.0,8448650.0,0.01864476,0.01701175,3e-05,0.16721,165136.0,0.92472,999945980.818674,999945980.818674,1000000000.0,0.318612,-94.34537,2025-01-11T02:05:32.378Z,0.0055459,224.85857,2024-12-30T00:02:49.802Z,,2025-05-05T01:04:38.143Z,memes
army-3,army,XRP ARMY,https://coin-images.coingecko.com/coins/images/53227/large/-5967456750116390278_99.jpg?1735765085,0.03049342,17975999.0,1193.0,17975999.0,484115.0,0.03355925,0.02857012,0.00192329,6.73184,1215988.0,7.2553,589000000.0,589000000.0,589000000.0,0.190399,-83.94845,2025-01-15T23:05:51.302Z,0.01221514,150.1983,2025-04-07T07:05:16.346Z,,2025-05-05T01:04:37.026Z,memes
why,why,WHY,https://coin-images.coingecko.com/coins/images/36812/large/output-onlinepngtools.png?1712548697,4.2454e-08,17830969.0,1195.0,17830969.0,2050380.0,4.3352e-08,4.0446e-08,-5.35697243e-10,-1.24611,31405.0,0.17644,420000000000000.0,420000000000000.0,420000000000000.0,3.8355e-07,-88.9893,2024-11-25T08:57:20.524Z,7.765e-09,443.85235,2024-04-19T02:54:38.960Z,,2025-05-05T01:04:32.543Z,memes
aki-protocol,aki,Aki Network,https://coin-images.coingecko.com/coins/images/29359/large/Aki-logo_3D.png?1703116985,0.01052165,17746080.0,1196.0,21043303.0,3183498.0,0.01059459,0.0105169,-7.2944941084136e-05,-0.68851,-122855.96833905578,-0.68754,1686624980.885363,2000000000.0,2000000000.0,0.065411,-83.91472,2023-12-22T10:49:49.728Z,0.00236656,344.59315,2024-11-05T01:15:26.962Z,,2025-05-05T01:04:37.215Z,memes
grok-2,$grok,Grok,https://coin-images.coingecko.com/coins/images/32788/large/image-removebg-preview_-_2024-02-15T200920.804-removebg-preview.png?1734871091,0.00275129,17396513.0,1207.0,18155432.0,6526654.0,0.00315528,0.00255528,-0.00017277541112481,-5.90873,-1038445.4458991811,-5.63302,6320359606.769096,6596083606.769096,6900000000.0,0.02982108,-90.77873,2023-11-28T02:35:04.258Z,0.00146062,88.26862,2023-11-07T19:05:22.010Z,,2025-05-05T01:04:40.729Z,memes
gochujangcoin,gochu,Gochujangcoin,https://coin-images.coingecko.com/coins/images/39318/large/GochujangLogo_200_3x.png?1721709656,1.55e-06,17384147.0,1208.0,46655646.0,710942.0,1.61e-06,1.54e-06,-3.4204766655e-08,-2.15399,-414722.2927188948,-2.33005,11178162712452.0,29999999950000.0,29999999950000.0,1.73e-06,-9.93116,2025-04-26T02:12:08.154Z,2.77595e-07,460.19303,2024-07-24T10:30:07.767Z,,2025-05-05T01:04:32.452Z,memes
purple-pepe,purpe,PURPLE PEPE,https://coin-images.coingecko.com/coins/images/38962/large/IMG_3953.jpeg?1719709952,4.05e-05,17090649.0,1214.0,17090649.0,116597.0,4.125e-05,3.752e-05,2.47e-06,6.4825,1085896.0,6.78484,420690000000.0,420690000000.0,420690000000.0,0.00031481,-87.07125,2024-11-26T07:26:12.391Z,2.27e-06,1693.64249,2024-11-13T13:40:47.723Z,,2025-05-05T01:04:38.485Z,memes
basenji,benji,Basenji,https://coin-images.coingecko.com/coins/images/36416/large/ben200x200.jpg?1711420807,0.0170121,17012103.0,1217.0,17012103.0,1424773.0,0.01745408,0.01677414,1.883e-05,0.11083,-112097.42070977017,-0.65461,1000000000.0,1000000000.0,1000000000.0,0.104985,-83.69315,2024-06-10T04:30:56.937Z,0.00861156,98.80032,2025-04-07T07:17:37.275Z,,2025-05-05T01:04:33.319Z,memes
sigma,sigma,Sigma,https://coin-images.coingecko.com/coins/images/39408/large/sigma_logo.jpg?1722053407,0.01844031,16593215.0,1229.0,16593215.0,1360890.0,0.01965843,0.01832275,-0.001042457089732489,-5.35066,-1001101.3124067318,-5.68991,899825753.219434,899825753.219434,900000000.0,0.172153,-89.27419,2024-11-10T10:56:12.051Z,0.00383501,381.47984,2024-08-12T01:03:44.075Z,,2025-05-05T01:04:37.180Z,memes
retard-finder-coin,rfc,Retard Finder Coin,https://coin-images.coingecko.com/coins/images/55010/large/refind.jpg?1743160500,0.0172072,16578145.0,1225.0,17240794.0,20615030.0,0.01954235,0.01575517,0.0001438,0.84271,118919.0,0.72251,961433185.441498,999862865.062786,1000000000.0,0.133733,-87.1704,2025-04-14T05:06:34.875Z,0.00178424,861.60603,2025-03-28T11:45:12.275Z,,2025-05-05T01:04:38.083Z,memes
hoppy-meme,hoppy,Hoppy,https://coin-images.coingecko.com/coins/images/37197/large/Hoppy_200x200_.png?1724175711,3.933e-05,16546165.0,1235.0,16546165.0,2375637.0,4.114e-05,3.879e-05,-1.74204780957e-06,-4.24134,-749016.7705584299,-4.33078,420690000000.0,420690000000.0,420690000000.0,0.00033686,-88.34293,2024-10-31T13:06:01.544Z,7.14745e-07,5393.96383,2024-04-21T07:42:21.964Z,,2025-05-05T01:04:40.138Z,memes
rune-pups,pups,Pups (Bitcoin),https://coin-images.coingecko.com/coins/images/37159/large/token_logo.png?1732383184,0.01644902,16449020.0,1223.0,16449020.0,35723.0,0.0180268,0.01610639,-0.001338466250774332,-7.52476,-1328939.0922190696,-7.47521,1000000000.0,1000000000.0,1000000000.0,3.87,-99.57685,2024-07-01T22:41:32.511Z,0.01187362,38.00541,2025-04-07T07:55:39.372Z,,2025-05-05T01:04:37.402Z,memes
retardio,retardio,RETARDIO,https://coin-images.coingecko.com/coins/images/35759/large/RETARDIO_LOGO.png?1728587088,0.01616904,16165026.0,1247.0,16165026.0,1120745.0,0.01828069,0.01573566,-0.001757488852703732,-9.80384,-1731195.144476859,-9.67352,999741586.0,999741586.0,999741586.0,0.242205,-93.36849,2024-11-07T22:35:41.610Z,0.00768225,109.07695,2024-04-02T07:42:57.846Z,,2025-05-05T01:04:37.347Z,memes
leash,leash,Doge Killer,https://coin-images.coingecko.com/coins/images/15802/large/Leash.png?1696515425,146.33,15730656.0,1259.0,15734584.0,395944.0,157.65,145.21,-5.71945269833239,-3.76169,-605949.1239980683,-3.70915,107526.1463296013,107553.0,107647.0,4528.43,-96.77063,2021-06-28T21:16:01.787Z,106.69,37.06711,2025-04-07T06:57:32.480Z,,2025-05-05T01:04:37.845Z,memes
wuffi,wuf,WUFFI,https://coin-images.coingecko.com/coins/images/36933/large/WUFFI.jpg?1720613603,1.86687e-07,15658505.0,1262.0,15644903.0,153959.0,2.05467e-07,1.85061e-07,-1.8165653473e-08,-8.86766,-1523652.3059895989,-8.86764,83875674769944.08,83802817523676.53,100000000000000.0,1.67e-06,-88.84175,2024-07-21T20:44:30.470Z,1.10449e-07,68.85162,2024-04-13T21:53:51.865Z,,2025-05-05T01:04:37.288Z,memes
boba-oppa,bobaoppa,Boba Oppa,https://coin-images.coingecko.com/coins/images/36548/large/photo_2024-03-30_13.26.25.jpeg?1711781233,0.0007619,15250604.0,1278.0,15250604.0,3327.83,0.00076325,0.00062617,0.00010834,16.57737,2188083.0,16.75084,19999758010.7002,19999758010.7002,,0.00328851,-76.81357,2024-12-12T09:22:22.142Z,0.00025041,204.49998,2025-03-11T00:57:45.537Z,,2025-05-05T01:04:37.764Z,memes
michicoin,$michi,michi,https://coin-images.coingecko.com/coins/images/37309/large/5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp.jpeg?1713952829,0.0274175,15237841.0,1273.0,15237841.0,2972387.0,0.02929738,0.02674168,-0.001084728021315706,-3.80577,-569122.4631168041,-3.60045,555770695.0,555770695.0,1000000000.0,0.587659,-95.31766,2024-05-17T03:35:57.852Z,0.01355204,103.04105,2025-04-07T07:00:24.912Z,,2025-05-05T01:04:37.240Z,memes
crow-with-knife,caw,crow with knife,https://coin-images.coingecko.com/coins/images/36067/large/200px.png?1710405601,1.9743e-08,15153030.0,1269.0,15153030.0,200296.0,2.0312e-08,1.9619e-08,-1.75906333e-10,-0.88311,-113722.08379838802,-0.7449,767512924537454.0,767512924537454.0,777777777777777.0,1.48774e-07,-86.67254,2024-04-30T07:01:42.413Z,3.697e-09,436.26611,2024-03-14T08:43:41.684Z,,2025-05-05T01:04:33.790Z,memes
maneki,maneki,MANEKI,https://coin-images.coingecko.com/coins/images/37292/large/image.png?1713947985,0.00170745,15130533.0,1282.0,15182073.0,3101783.0,0.0017252,0.00167615,-1.3060809196704e-05,-0.75913,-117945.43595803343,-0.77349,8858711486.88086,8888887546.82,8888887546.82,0.02759909,-93.79217,2024-04-26T04:25:06.911Z,0.00084785,102.07738,2025-04-09T01:26:43.905Z,,2025-05-05T01:04:36.995Z,memes
peipeicoin-vip,peipei,PeiPei,https://coin-images.coingecko.com/coins/images/38512/large/PeiPei.png?1718315778,3.5752e-08,15023352.0,1289.0,15023352.0,1232383.0,3.6714e-08,3.4171e-08,7.30832e-10,2.08681,301202.0,2.04591,420689731278777.6,420689731278777.6,420690000000000.0,3.92696e-07,-90.94244,2024-07-19T23:39:39.907Z,2.0101e-08,76.94678,2025-03-10T19:06:02.557Z,,2025-05-05T01:04:38.757Z,memes
cocoro-2,cocoro,Cocoro,https://coin-images.coingecko.com/coins/images/54821/large/IMG_4606.jpeg?1746265020,3.53e-05,14858279.0,1293.0,14858279.0,1017588.0,4.507e-05,3.365e-05,-2.682453290301e-06,-7.06236,-1120529.8615991268,-7.0126,420690000000.0,420690000000.0,420690000000.0,4.507e-05,-21.5551,2025-05-04T05:41:36.603Z,2.43e-06,1352.2632,2025-03-15T22:59:16.335Z,,2025-05-05T01:04:32.815Z,memes
neet,neet,"Not in Employment, Education, or Training",https://coin-images.coingecko.com/coins/images/55411/large/neet.jpg?1745850587,0.01470644,14735420.0,1296.0,14735420.0,9443027.0,0.01871113,0.01301523,-0.001660087784304865,-10.14319,-1651220.9909957368,-10.07663,999969909.46067,999969909.46067,1000000000.0,0.01902617,-24.43893,2025-05-03T22:41:46.977Z,0.00297911,382.5726,2025-04-28T14:40:13.698Z,,2025-05-05T01:04:37.832Z,memes
abster,abster,Abster,https://coin-images.coingecko.com/coins/images/54607/large/AbsterCoingecko.png?1740646344,0.01439466,14256374.0,1313.0,14256374.0,104367.0,0.01609805,0.01421421,-0.001131465321770815,-7.28749,-1066793.026700791,-6.96196,990486747.5651047,990486747.5651047,1000000000.0,0.0183494,-21.83716,2025-04-01T22:46:55.542Z,0.00102855,1294.42316,2025-02-27T15:10:10.013Z,,2025-05-05T01:04:33.359Z,memes
central-african-republic-meme,car,Central African Republic Meme,https://coin-images.coingecko.com/coins/images/54297/large/car.jpg?1739153066,0.01423473,14241717.0,1315.0,14241717.0,4104474.0,0.0147861,0.01419561,-0.00044417671542848,-3.02595,-436592.14680592157,-2.9744,999968139.942848,999968139.942848,1000000000.0,0.775747,-98.13879,2025-02-10T02:05:22.794Z,0.00855908,68.68912,2025-04-09T12:40:42.332Z,,2025-05-05T01:04:39.831Z,memes
samoyedcoin,samo,Samoyedcoin,https://coin-images.coingecko.com/coins/images/15051/large/IXeEj5e.png?1696514710,0.00297983,14129698.0,1320.0,14130306.0,723602.0,0.00310507,0.00297264,-0.000110286398055693,-3.569,-530040.2720155008,-3.61562,4746709480.0,4746913623.21,4746913623.21,0.236987,-98.74268,2021-10-28T17:58:36.106Z,0.00066955,345.02461,2021-04-29T13:34:43.813Z,,2025-05-05T01:04:37.337Z,memes
pythia,pythia,PYTHIA,https://coin-images.coingecko.com/coins/images/53301/large/PYTHIA-Coingecko.png?1736062694,0.01410755,14111813.0,1322.0,14111813.0,691027.0,0.01466483,0.01406061,-0.000501042978289654,-3.42978,-486597.0099645406,-3.33322,999981567.544255,999981567.544255,1000000000.0,0.04962512,-71.57561,2025-01-12T08:26:10.680Z,0.00413184,241.38878,2025-02-15T20:59:50.406Z,,2025-05-05T01:04:37.945Z,memes
bellscoin,bells,Bellscoin,https://coin-images.coingecko.com/coins/images/33822/large/IMG_6067.jpeg?1703118812,0.232411,14091349.0,1323.0,14091349.0,394923.0,0.258792,0.232382,-0.026381113044590343,-10.19393,-1592340.8840546329,-10.15285,60631075.0,60631075.0,500000000.0,3.74,-93.77608,2023-12-20T09:36:27.979Z,0.135411,72.02281,2024-02-15T01:17:52.793Z,,2025-05-05T01:04:35.515Z,memes
shiro-neko-2,shiro,Shiro Neko,https://coin-images.coingecko.com/coins/images/52406/large/Shiro_Neko.png?1733453572,1.3967e-08,13953753.0,1328.0,13953753.0,2222195.0,1.4864e-08,1.3922e-08,-8.74526837e-10,-5.89245,-884170.6039055996,-5.95886,1000000000000000.0,1000000000000000.0,1000000000000000.0,4.60716e-07,-96.9719,2024-12-09T00:51:01.006Z,8.556e-09,63.05619,2025-04-07T07:05:56.482Z,,2025-05-05T01:04:33.043Z,memes
billion-dollar-cat-runes,bdc,BILLION•DOLLAR•CAT (Bitcoin),https://coin-images.coingecko.com/coins/images/38389/large/IMG_2824.PNG?1728733256,0.01385598,13859073.0,1337.0,13859073.0,9245.53,0.01449446,0.01353,-0.000571373507829603,-3.96035,-575887.5924072601,-3.98953,1000000000.0,1000000000.0,1000000000.0,0.153886,-91.03521,2024-11-19T12:41:03.927Z,0.00115407,1095.37849,2024-09-03T14:52:54.610Z,,2025-05-05T01:04:37.450Z,memes
hyperpigmentation,$hyper,Hyperpigmentation,https://coin-images.coingecko.com/coins/images/55040/large/HYPER_LOGO_2.0_%281%29.png?1743405886,0.01367341,13675707.0,1340.0,13675707.0,492104.0,0.01455846,0.00754344,0.00409166,42.70267,4084006.0,42.57853,1000000000.0,1000000000.0,1000000000.0,0.01455846,-6.04334,2025-05-04T22:15:36.028Z,0.00199354,586.14983,2025-04-06T18:55:28.219Z,,2025-05-05T01:04:37.543Z,memes
richquack,quack,Rich Quack,https://coin-images.coingecko.com/coins/images/16356/large/57198446-0-Get-Rich-Quick-Gober.png?1696515955,3.04343e-10,13501769.0,1347.0,30437947.0,258645.0,3.11654e-10,3.02002e-10,-6.094296e-12,-1.96313,-265819.96072118916,-1.93077,4.435834310102874e+16,1e+17,1e+17,1.5463e-08,-98.03237,2021-11-07T08:19:24.759Z,1.2017e-11,2431.96129,2021-10-06T13:37:28.994Z,,2025-05-05T01:04:35.709Z,memes
salute,slt,Salute,https://coin-images.coingecko.com/coins/images/53904/large/Screenshot_2.png?1737707323,0.00013495,13494671.0,1346.0,13494671.0,27986.0,0.00014135,0.00013414,-4.478073308019e-06,-3.2118,-420433.01362314075,-3.02141,100000000000.0,100000000000.0,100000000000.0,0.00028934,-53.35969,2025-01-24T08:33:52.025Z,2.581e-05,422.92605,2025-02-10T14:15:09.043Z,,2025-05-05T01:04:38.930Z,memes
noot-noot,noot,Noot Noot,https://coin-images.coingecko.com/coins/images/54308/large/Screenshot_2025-01-28_132602-remove-background.com_%282%29.png?1739189556,0.01337675,13432433.0,1350.0,13432433.0,92183.0,0.01385319,0.01266057,-0.000254917626545779,-1.87004,-188110.3941990398,-1.38108,1000000000.0,1000000000.0,1000000000.0,0.02524932,-47.09774,2025-03-29T03:30:45.117Z,0.00112054,1092.0603,2025-02-10T13:05:00.226Z,,2025-05-05T01:04:40.627Z,memes
volt-inu-2,volt,Volt Inu,https://coin-images.coingecko.com/coins/images/25201/large/logo200.png?1696524344,2.14963e-07,13385567.0,1352.0,14833884.0,178692.0,2.20612e-07,2.15002e-07,-5.64909887e-09,-2.56065,-351136.2867926806,-2.55619,62263131613878.4,69000000000000.0,69000000000000.0,3.43e-06,-93.72461,2022-04-26T13:04:38.735Z,1.93024e-07,11.37675,2025-04-07T06:42:26.978Z,,2025-05-05T01:04:40.767Z,memes
elon4afd,elon4afd,Elon4AfD,https://coin-images.coingecko.com/coins/images/53992/large/ElonNewLogo200.jpeg?1737884581,0.01312718,13136027.0,1365.0,13136027.0,79835.0,0.013219,0.01307778,-2.611531304827e-05,-0.19855,-17122.724759643897,-0.13018,999969805.679203,999969805.679203,1000000000.0,0.247045,-94.68033,2025-02-04T07:56:36.789Z,0.01212134,8.4203,2025-04-28T15:27:07.922Z,,2025-05-05T01:04:37.732Z,memes
joe-coin,joe,Joe Coin,https://coin-images.coingecko.com/coins/images/32333/large/joe.png?1697452551,0.01287453,12875046.0,1376.0,12875046.0,1591159.0,0.01350534,0.01249675,-0.000401078503415538,-3.02117,-337098.0662522707,-2.55143,1000000000.0,1000000000.0,1000000000.0,0.074505,-82.80705,2024-11-14T04:26:52.782Z,0.00067332,1802.45634,2024-02-05T01:55:46.860Z,,2025-05-05T01:04:40.292Z,memes
koma-inu,koma,Koma Inu,https://coin-images.coingecko.com/coins/images/50902/large/IMG_7580.jpeg?1729520086,0.02102802,12772314.0,1378.0,12772314.0,7896415.0,0.02591134,0.02064453,-0.003283272160438059,-13.50513,-1929541.1083190497,-13.12447,605954353.4258611,605954353.4258611,1000000000.0,0.192298,-89.04908,2024-12-10T14:25:38.838Z,0.00317561,563.13013,2024-10-21T19:04:33.232Z,,2025-05-05T01:04:36.322Z,memes
send-2,send,Sendcoin,https://coin-images.coingecko.com/coins/images/39222/large/photo1719676966.jpeg?1721182505,0.01277692,12669045.0,1383.0,12669045.0,449997.0,0.0136914,0.01251304,-0.000827257918611053,-6.08091,-961142.6877652723,-7.05157,999999941.24,999999941.24,,0.162592,-92.21946,2024-12-21T05:07:58.435Z,0.00137929,817.17797,2024-11-15T15:54:24.719Z,,2025-05-05T01:04:38.984Z,memes
american-coin,usa,American Coin,https://coin-images.coingecko.com/coins/images/37000/large/american-removebg-preview.png?1713149642,1.08e-06,12507564.0,1390.0,12507564.0,1057454.0,1.23e-06,1.05e-06,-1.48604413337e-07,-12.13768,-1741642.5797913428,-12.22273,11627188652002.85,11627188652002.85,11627515010178.62,2.545e-05,-95.77737,2025-01-19T17:26:12.643Z,2.26706e-07,374.06786,2024-08-21T22:36:45.816Z,,2025-05-05T01:04:37.200Z,memes
bertram-the-pomeranian,bert,Bertram The Pomeranian,https://coin-images.coingecko.com/coins/images/51480/large/photo_2025-04-22_23.04.39.png?1745405423,0.01264001,12398961.0,1395.0,12398961.0,1102920.0,0.01410562,0.01263784,-0.001053472539541385,-7.69324,-1003753.999711182,-7.48918,979732927.750726,979732927.750726,979947881.0,0.188598,-93.299,2024-11-15T13:00:48.208Z,0.00148588,750.53354,2024-11-13T13:39:36.066Z,,2025-05-05T01:04:38.425Z,memes
sparta-2,sparta,SPARTA,https://coin-images.coingecko.com/coins/images/55228/large/SPARTA_LOGO.jpg?1744804944,0.065785,12336523.0,1400.0,12336523.0,17924.85,0.070879,0.065,-0.002308018911072754,-3.3895,-268275.5991890449,-2.12836,186834898.904,186834898.904,2000000000.0,0.101921,-35.88881,2025-04-26T03:16:57.946Z,0.03797179,72.0816,2025-04-16T12:06:34.184Z,,2025-05-05T01:04:39.507Z,memes
aerobud,aerobud,AEROBUD,https://coin-images.coingecko.com/coins/images/38210/large/Logo_Coingecko.png?1716798924,0.01223319,12225795.0,1404.0,12225795.0,402524.0,0.01275196,0.01012763,0.00206433,20.30051,2088341.0,20.60025,1000000000.0,1000000000.0,1000000000.0,0.072921,-83.3497,2024-12-07T06:02:55.561Z,0.00018696,6394.11188,2024-05-30T18:44:41.103Z,,2025-05-05T01:04:36.595Z,memes
nacho-the-kat,nacho,Nacho the Kat,https://coin-images.coingecko.com/coins/images/50921/large/NACHO_best_final_200.png?1729581012,4.215e-05,12096997.0,1411.0,12096997.0,289821.0,4.269e-05,4.071e-05,-1.21215005143e-07,-0.28674,-17126.935277769342,-0.14138,287000000000.0,287000000000.0,287000000000.0,0.0007509,-94.40246,2024-12-07T20:25:35.899Z,1.995e-05,110.64609,2025-03-11T05:46:55.828Z,,2025-05-05T01:04:38.817Z,memes
gme,gme,GME,https://coin-images.coingecko.com/coins/images/34930/large/GMEstop_%281%29_%281%29.png?1706689237,0.00173646,11962825.0,1422.0,11962825.0,2833018.0,0.00180699,0.00170667,-5.6754563299811e-05,-3.16497,-372149.2200685553,-3.01702,6885137498.71,6885137498.71,6885137498.71,0.03189362,-94.59569,2024-06-07T09:55:54.451Z,0.00041054,319.84096,2024-04-30T17:02:21.313Z,,2025-05-05T01:04:37.534Z,memes
the-doge-nft,dog,Own The Doge,https://coin-images.coingecko.com/coins/images/18111/large/Doge.png?1696517615,0.00088852,11892759.0,1421.0,15079341.0,29450.0,0.00090075,0.00087905,-8.524120970841e-06,-0.95025,-122992.16253921017,-1.02359,13383642638.17619,16969696969.0,16969696969.0,0.04176505,-97.87256,2021-09-03T21:53:06.169Z,2e-07,444162.77121,2023-08-11T12:46:26.366Z,,2025-05-05T01:04:35.391Z,memes
puss,puss,Puss,https://coin-images.coingecko.com/coins/images/50865/large/puss.jpg?1729314858,0.01189601,11880306.0,1424.0,11880306.0,821145.0,0.01199222,0.01182473,1.461e-05,0.12293,7718.49,0.06501,1000000000.0,1000000000.0,1000000000.0,0.01473793,-19.41774,2025-04-14T03:37:35.068Z,0.00264965,348.21673,2024-11-06T14:09:34.380Z,,2025-05-05T01:04:39.399Z,memes
mochi-thecatcoin,mochi,Mochi,https://coin-images.coingecko.com/coins/images/33083/large/CIRCLE-200x200.png?1713297273,1.183e-05,11826734.0,1429.0,11826734.0,68156.0,1.263e-05,1.088e-05,4.39591e-07,3.86096,441194.0,3.87504,1000000000000.0,1000000000000.0,1000000000000.0,8.118e-05,-85.49697,2024-03-26T08:26:28.517Z,4.76213e-07,2372.23823,2023-11-22T01:28:39.342Z,,2025-05-05T01:04:36.550Z,memes
bob-3,bob,BOB,https://coin-images.coingecko.com/coins/images/50202/large/bob-128.png?1726277750,0.560669,11768553.0,1435.0,11768553.0,29909.0,0.562936,0.54609,0.00378212,0.67915,83128.0,0.71139,21000000.0,21000000.0,21000000.0,2.03,-72.52834,2024-12-16T00:36:04.859Z,0.103315,440.59088,2024-10-17T21:19:08.738Z,,2025-05-05T01:04:37.498Z,memes
alright-buddy,buddy,alright buddy,https://coin-images.coingecko.com/coins/images/54657/large/alright_buddy_pfp.png?1740895394,0.01159026,11573449.0,1447.0,11573449.0,1348668.0,0.01596626,0.01141222,-0.004356573771429603,-27.31936,-4373387.90313831,-27.4248,1000000000.0,1000000000.0,1000000000.0,0.01775113,-34.91558,2025-05-01T13:30:30.729Z,0.00215566,435.94839,2025-03-11T01:00:43.163Z,,2025-05-05T01:04:39.188Z,memes
vita-inu,vinu,Vita Inu,https://coin-images.coingecko.com/coins/images/20594/large/vita-inu-head-wallet-icon-transparent.png?1696520000,1.2677e-08,11419936.0,1452.0,11419936.0,1713794.0,1.3302e-08,1.2646e-08,-2.42816971e-10,-1.87945,-206591.1938891951,-1.7769,899596453417793.4,899596453417793.4,899596453417793.4,7.38e-08,-82.79236,2024-12-06T22:25:23.653Z,3.024e-09,319.93434,2021-11-19T03:41:57.093Z,,2025-05-05T01:04:36.720Z,memes
